sentimen,tweet,clean_tweet,clean_tweet_sentence
positif,"When prabowo said : ""ekonomi kita sedang salah arah, tp ini bukan salah bapak (jokowi) ini salah presiden2 sebelumnyaa"". Kalimat itu sudah cukup membuat saya tahu bakal milih siapa untuk indonesia 5 tahun kedepan.","['when', 'prabowo', 'said', 'ekonomi', 'sedang', 'salah', 'arah', 'bukan', 'salah', 'bapak', 'jokowi', 'salah', 'presiden2', 'sebelumnyaa', 'kalimat', 'cukup', 'buat', 'tahu', 'bakal', 'pilih', 'siapa', 'indonesia', '5', 'tahun', 'depan']",when prabowo said ekonomi sedang salah arah bukan salah bapak jokowi salah presiden2 sebelumnyaa kalimat cukup buat tahu bakal pilih siapa indonesia 5 tahun depan
positif,"Prabowo Sandi tidak akan mengambil gajinya dan akan di sumbangkan ke yatim duafa , niat mereka memang untuk kesejahteraan rakyat, semoga Allah mudahkan langkah mereka untuk menjadi Presiden dan wakil presiden RI yang di berkahi Allah, Aamiin","['prabowo', 'sandi', 'tidak', 'ambil', 'gaji', 'sumbang', 'yatim', 'duafa', 'niat', 'memang', 'sejahtera', 'rakyat', 'moga', 'allah', 'mudah', 'langkah', 'jadi', 'presiden', 'wakil', 'presiden', 'republik', 'indonesia', 'berkah', 'allah', 'amin']",prabowo sandi tidak ambil gaji sumbang yatim duafa niat memang sejahtera rakyat moga allah mudah langkah jadi presiden wakil presiden republik indonesia berkah allah amin
negatif,SBY sdah lebih modern.. Prabowo kembali ke zaman Tritura..!  1. Isu  2. Goreng ISU 3. Turunkan harga ðŸ˜!  #bukansalahbapak https://twitter.com/PartaiSocmed/status/1117317254910103552Â â€¦,"['surabaya', 'lebih', 'modern', 'prabowo', 'zaman', 'tritura', '1', 'isu', '2', 'goreng', 'isu', '3', 'turun', 'harga']",surabaya lebih modern prabowo zaman tritura 1 isu 2 goreng isu 3 turun harga
negatif,Padahal jika PD sadar diri dan merapat ke Jokowi ceritanya akan lain...!!! Namun karena SBY pasang harga AHY harus wapres maka tawarannya dirasa kurang pas...!!!,"['padahal', 'sadar', 'diri', 'rapat', 'jokowi', 'cerita', 'surabaya', 'pasang', 'harga', 'ahy', 'wapres', 'tawar', 'rasa', 'kurang', 'pas']",padahal sadar diri rapat jokowi cerita surabaya pasang harga ahy wapres tawar rasa kurang pas
positif,Secara ga langsung juga om wowo udah mengapresiasi dan ingin mengatakan kalo perekonomian negara selama dibawah kepemimpinan Pakde Jokowi baik ðŸ˜Š Terima kasih yah om ternyata ini #bukansalahbapak Jokowi ðŸ˜†,"['tidak', 'langsung', 'om', 'wowo', 'apresiasi', 'kata', 'kalau', 'ekonomi', 'negara', 'lama', 'bawah', 'pimpin', 'pakde', 'jokowi', 'baik', 'terima', 'kasih', 'om', 'nyata', 'jokowi']",tidak langsung om wowo apresiasi kata kalau ekonomi negara lama bawah pimpin pakde jokowi baik terima kasih om nyata jokowi
positif,"Menurut om wowo ini semua bukan kesalahan Pakde Jokowi, tapi kesalahan dari pemimpin-pemimpin sebelumnya dalam mengelola perekonomian negara,  Alhamdulillah Pakde ini #bukansalahbapak pic.twitter.com/oqUAMtolX0","['om', 'wowo', 'semua', 'bukan', 'salah', 'pakde', 'jokowi', 'salah', 'pemimpinpemimpin', 'belum', 'kelola', 'ekonomi', 'negara', 'alhamdulillah', 'pakde']",om wowo semua bukan salah pakde jokowi salah pemimpinpemimpin belum kelola ekonomi negara alhamdulillah pakde
positif,gaya khas piyantun solo garis lurus itu aslinya jokowi.sopan santun & lembah manah yg tdk di buat2.original keluar dari seorang pemimpin yg merakyat & bisa mnghargai siapa saja.,"['gaya', 'khas', 'piyantun', 'solo', 'garis', 'lurus', 'asli', 'jokowi', 'sopan', 'santun', 'lembah', 'manah', 'tidak', 'buat2', 'original', 'keluar', 'orang', 'pimpin', 'rakyat', 'mnghargai', 'siapa']",gaya khas piyantun solo garis lurus asli jokowi sopan santun lembah manah tidak buat2 original keluar orang pimpin rakyat mnghargai siapa
negatif,Ehhh buseh bkn anak lulusan ekonomi mana paham?? Kl dia bilang bisa tp faktanya ??? #HoaxJkwMenangTotalDebat,"['eh', 'buseh', 'bukan', 'anak', 'lulus', 'ekonomi', 'mana', 'paham', 'kalau', 'bilang', 'fakta']",eh buseh bukan anak lulus ekonomi mana paham kalau bilang fakta
negatif,Gaji kan ga seberapa..tunjangan tetap dong masuk kantong @prabowo @sandiuno heheee,"['gaji', 'kan', 'tidak', 'berapa', 'tunjang', 'tetap', 'dong', 'masuk', 'kantong', 'prabowo', 'sandiuno', 'heheee']",gaji kan tidak berapa tunjang tetap dong masuk kantong prabowo sandiuno heheee
negatif,Cagar alam kamojang di turunkan statusnya demi ekonomi. Apakah presiden nanti membiarkan atau mempertahankan hmmm,"['cagar', 'alam', 'kamojang', 'turun', 'status', 'ekonomi', 'presiden', 'biar', 'tahan', 'hmmm']",cagar alam kamojang turun status ekonomi presiden biar tahan hmmm
netral,pak jokowi lebih fokus ke unicorn mobile legend  padahal semua itu malah berdampak buruk buat generasi muda kita  betul kata prabowo  kita harus fokus d ekonomi ecomerece pun sebenarnya meperburuk ekonomi karena memutus mata rantai distribusi sehingga org kecil gk dpt bagian,"['pak', 'jokowi', 'lebih', 'fokus', 'unicorn', 'mobile', 'legend', 'padahal', 'semua', 'bahkan', 'dampak', 'buruk', 'buat', 'generasi', 'muda', 'betul', 'kata', 'prabowo', 'fokus', 'ekonomi', 'ecomerece', 'benar', 'meperburuk', 'ekonomi', 'putus', 'mata', 'rantai', 'distribusi', 'orang', 'kecil', 'tidak', 'bagi']",pak jokowi lebih fokus unicorn mobile legend padahal semua bahkan dampak buruk buat generasi muda betul kata prabowo fokus ekonomi ecomerece benar meperburuk ekonomi putus mata rantai distribusi orang kecil tidak bagi
netral,"Prabowo-Sandi Tak Ambil Gaji, Netizen : Subhanallah, Ini Baru Pemimpin Sejati  http://www.repelita.com/prabowo-sandi-tak-ambil-gaji-netizen-subhanallah-ini-baru-pemimpin-sejati/Â â€¦ via @repelitaonline","['prabowosandi', 'tidak', 'ambil', 'gaji', 'netizen', 'subhanallah', 'baru', 'pimpin', 'sejati', 'via', 'repelitaonline']",prabowosandi tidak ambil gaji netizen subhanallah baru pimpin sejati via repelitaonline
netral,"Prabowo-Sandi Tak Ambil Gaji, Netizen : Subhanallah, Ini Baru Pemimpin Sejati   https://telusur.co.id/2019/04/prabowo-sandi-tak-ambil-gaji-netizen-subhanallah-ini-baru-pemimpin-sejati/Â â€¦ pic.twitter.com/TrM6QZl7QP","['prabowosandi', 'tidak', 'ambil', 'gaji', 'netizen', 'subhanallah', 'baru', 'pimpin', 'sejati']",prabowosandi tidak ambil gaji netizen subhanallah baru pimpin sejati
positif,Pertumbuhan ekonomi konsisten. Ga Ada alasan ga pilih Jokowi lagi  pic.twitter.com/bhCGhmTg55,"['tumbuh', 'ekonomi', 'konsisten', 'tidak', 'alas', 'tidak', 'pilih', 'jokowi']",tumbuh ekonomi konsisten tidak alas tidak pilih jokowi
negatif,"Demokrat digituin. Menjanjikan PKS kursi wagub DKI, digantung. Masih saja bela wowo?  Entah ada daya tarik apa hingga mereka spt tidak punya kedaulatan, tidak punya harga diri.  #bukansalahbapak Prabowo. Yg salah klean yg mau digituin.","['demokrat', 'begitu', 'janji', 'pks', 'kursi', 'wagub', 'dki', 'gantung', 'bela', 'wowo', 'entah', 'daya', 'tarik', 'apa', 'hingga', 'tidak', 'punya', 'daulat', 'tidak', 'punya', 'harga', 'diri', 'prabowo', 'salah', 'klean', 'mau', 'begitu']",demokrat begitu janji pks kursi wagub dki gantung bela wowo entah daya tarik apa hingga tidak punya daulat tidak punya harga diri prabowo salah klean mau begitu
netral,"Prabowo Nilai Ekonomi RI Salah Arah, Karena para Presiden Sebelum Jokowi  https://goo.gl/fb/Y7EVFhÂ  via @Batlaxcom","['prabowo', 'nilai', 'ekonomi', 'republik', 'indonesia', 'salah', 'arah', 'presiden', 'jokowi', 'via', 'batlaxcom']",prabowo nilai ekonomi republik indonesia salah arah presiden jokowi via batlaxcom
netral,"Masa Tenang, Sandiaga ke Tanah Suci, Prabowo Lakukan Ini - Warta Ekonomi  https://www.wartaekonomi.co.id/read223683/masa-tenang-sandiaga-ke-tanah-suci-prabowo-lakukan-ini.htmlÂ â€¦","['masa', 'tenang', 'sandiaga', 'tanah', 'suci', 'prabowo', 'laku', 'warta', 'ekonomi']",masa tenang sandiaga tanah suci prabowo laku warta ekonomi
positif,Kisah2 heroik yg diceritakan oleh orang2 yg pernah 1 tim dgn nya barangkali bisa membuktikan pujian2 yg hingga sekarang masih melekat saat publik di tanah air membincangkan Sang Begawan Ekonomi Indonesia ini. prabowo sandiuno #PrabowoSandi #IndonesiaMenang #IndonesiaAdilMakmur,"['kisah2', 'heroik', 'cerita', 'orang', 'pernah', '1', 'tim', 'nya', 'barangkali', 'bukti', 'pujian2', 'hingga', 'sekarang', 'lekat', 'publik', 'tanah', 'air', 'bincang', 'sang', 'begawan', 'ekonomi', 'indonesia', 'prabowo', 'sandiuno']",kisah2 heroik cerita orang pernah 1 tim nya barangkali bukti pujian2 hingga sekarang lekat publik tanah air bincang sang begawan ekonomi indonesia prabowo sandiuno
negatif,"Bgmn bs memimpin negara klu setiap saat bicaranya hanya ekonomi mikro. Dia fikir ini perusahaan cuma produksi lalu jual? Hahaha... Begitulah tong kosong nyaring bunyinya, ok oc gagal di jakarta mau dinasionalkan. Pak Jokowi keluarkan kartu kerja dia domplrng dgn rumah kerja. Haha","['bagaimana', 'pimpin', 'negara', 'kalau', 'bicara', 'ekonomi', 'mikro', 'fikir', 'usaha', 'cuma', 'produksi', 'lalu', 'jual', 'hahaha', 'begitu', 'tong', 'kosong', 'nyaring', 'bunyi', 'oke', 'gagal', 'jakarta', 'mau', 'nasional', 'pak', 'jokowi', 'keluar', 'kartu', 'kerja', 'domplrng', 'rumah', 'kerja', 'tertawa']",bagaimana pimpin negara kalau bicara ekonomi mikro fikir usaha cuma produksi lalu jual hahaha begitu tong kosong nyaring bunyi oke gagal jakarta mau nasional pak jokowi keluar kartu kerja domplrng rumah kerja tertawa
negatif,"Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/iKG8BB09J8","['wowo', 'salah', 'arah', 'ekonomi', 'akibat', 'jadi', 'deindustrialisasi', 'salah', 'semua', 'pihak', 'masuk', 'presidenpresiden', 'jokowi', 'lah', 'ekonomi', 'indonesia', 'masa', 'pak', 'jokowi', 'baikbaik', 'tuh', 'bahkan', 'ngehoaks', 'salah', 'presiden', 'dahulu']",wowo salah arah ekonomi akibat jadi deindustrialisasi salah semua pihak masuk presidenpresiden jokowi lah ekonomi indonesia masa pak jokowi baikbaik tuh bahkan ngehoaks salah presiden dahulu
netral,@prabowo pulau sumatra juga inginkan peruban. Selama hampir 5 tahun ini harga karet turun drastis harga sawit tinggal 500rp yg sebelum nya pemerintahan sekarang mencapai 1500rp.,"['prabowo', 'pulau', 'sumatra', 'ingin', 'uban', 'lama', 'hampir', '5', 'tahun', 'harga', 'karet', 'turun', 'drastis', 'harga', 'sawit', 'tinggal', '500rp', 'nya', 'perintah', 'sekarang', 'capai', '1500rp']",prabowo pulau sumatra ingin uban lama hampir 5 tahun harga karet turun drastis harga sawit tinggal 500rp nya perintah sekarang capai 1500rp
netral,"Debat Final Pilpres, Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://liputan-ummat.blogspot.com/2019/04/debat-final-pilpres-analis-politik-soal.htmlÂ â€¦","['debat', 'final', 'pilpres', 'analis', 'politik', 'soal', 'ekonomi', 'jokowi', 'kritik', 'bijak', 'sendiri']",debat final pilpres analis politik soal ekonomi jokowi kritik bijak sendiri
negatif,"Prabowo hartanya trilliunan, tp gaji karyawan sampai sekarang blm lunas","['prabowo', 'harta', 'trilliunan', 'gaji', 'karyawan', 'sekarang', 'lunas']",prabowo harta trilliunan gaji karyawan sekarang lunas
negatif,"ðŸ˜‚ðŸ˜‚ðŸ˜‚ yang lebih lucunya, sandi sama prabowo diajarin ekonomi makro oleh mukidi, ngajari ikan berenang ðŸ˜‚ðŸ˜‚ðŸ˜‚","['lebih', 'lucu', 'sandi', 'sama', 'prabowo', 'ajar', 'ekonomi', 'makro', 'mukidi', 'ngajari', 'ikan', 'renang']",lebih lucu sandi sama prabowo ajar ekonomi makro mukidi ngajari ikan renang
negatif,"Pak Jokowi diwarisi ekonomi yg bobrok, sdh lumayan 4,5 thn bisa seperti skrng, ini semua #bukansalahbapak ðŸ˜","['pak', 'jokowi', 'waris', 'ekonomi', 'bobrok', 'lumayan', '45', 'tahun', 'sekarang', 'semua']",pak jokowi waris ekonomi bobrok lumayan 45 tahun sekarang semua
negatif,"saya mau mengeluh ke pak sandiaga kalo sampe skrg saya belum pernah dapet cashback ovo, tokped jg jarang ada gratis ongkir.  tlg sampaikan ke pak jokowi, ini bukti ekonomi makin sulit!  nama: bobby domisili: gresik/malang","['mau', 'keluh', 'pak', 'sandiaga', 'kalau', 'sekarang', 'pernah', 'cashback', 'ovo', 'tokped', 'jarang', 'gratis', 'ongkos', 'kirim', 'sampai', 'pak', 'jokowi', 'bukti', 'ekonomi', 'makin', 'sulit', 'nama', 'bobby', 'domisili', 'gresikmalang']",mau keluh pak sandiaga kalau sekarang pernah cashback ovo tokped jarang gratis ongkos kirim sampai pak jokowi bukti ekonomi makin sulit nama bobby domisili gresikmalang
negatif,"Ya, memang semenjak pemerintahan Jokowi harga karet yg sebelumnya berada dikisaran 9-18 ribu/kg kini jadi 3-7 ribu/kg. Oleh sebab itu, kebon karet ortu diubah jadi kebon kakao dan beberapa di buat kolam ikan. Dan tidak menyalahkan pemerintah.","['iya', 'memang', 'semenjak', 'perintah', 'jokowi', 'harga', 'karet', 'belum', 'ada', 'kisar', '918', 'ribukg', 'kini', 'jadi', '37', 'ribukg', 'kebon', 'karet', 'orang', 'tua', 'ubah', 'jadi', 'kebon', 'kakao', 'beberapa', 'buat', 'kolam', 'ikan', 'tidak', 'salah', 'perintah']",iya memang semenjak perintah jokowi harga karet belum ada kisar 918 ribukg kini jadi 37 ribukg kebon karet orang tua ubah jadi kebon kakao beberapa buat kolam ikan tidak salah perintah
netral,Pak kpn bahas smule atau tik tok agar bs buat ekonomi rakyat lbh baik seperti game mobile legend gtu....??,"['pak', 'kapan', 'bahas', 'smule', 'tik', 'tok', 'buat', 'ekonomi', 'rakyat', 'lebih', 'baik', 'game', 'mobile', 'legend']",pak kapan bahas smule tik tok buat ekonomi rakyat lebih baik game mobile legend
netral,"Jokowi Tegaskan Pancasila, NKRI, Bhinneka Tunggal Ika dan UUD 1945 Sudah Final Dan Harga Mati  http://taliberita.co/2019/04/14/jokowi-tegaskan-pancasila-nkri-bhinneka-tunggal-ika-dan-uud-1945-sudah-final-dan-harga-mati/Â â€¦ lewat @Tali Berita . . #nkrihargamati #satuindonesia","['jokowi', 'tegas', 'pancasila', 'negara', 'satu', 'republik', 'indonesia', 'bhinneka', 'tunggal', 'ika', 'uud', '1945', 'final', 'harga', 'mati', 'lewat', 'tali', 'berita']",jokowi tegas pancasila negara satu republik indonesia bhinneka tunggal ika uud 1945 final harga mati lewat tali berita
positif,"Rakyat hanya butuh kepastian harga2 terjangkau, cari kerja gampang bukan bakalan di php dgn kartu ini kartu itu... Prabowo Sandi solusi masalah bangsa..  https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦","['rakyat', 'butuh', 'pasti', 'harga2', 'jangkau', 'cari', 'kerja', 'gampang', 'bukan', 'php', 'kartu', 'kartu', 'prabowo', 'sandi', 'solusi', 'masalah', 'bangsa']",rakyat butuh pasti harga2 jangkau cari kerja gampang bukan php kartu kartu prabowo sandi solusi masalah bangsa
negatif,"Ngebet Jadi Presiden, Prabowo Punya Utang Rp 7,6 Triliun dan Tidak Bayar Pajak ","['ngebet', 'jadi', 'presiden', 'prabowo', 'punya', 'hutang', 'rupiah', '76', 'triliun', 'tidak', 'bayar', 'pajak']",ngebet jadi presiden prabowo punya hutang rupiah 76 triliun tidak bayar pajak
negatif,"Masalahnya anda ga bisa mengatasi CAD, ga bisa membangun industri nasional yg murni 100% milik entrepreneur Indonesia, ga bisa membangun kedaulatan pangan, energi. ekonomi, dll.","['masalah', 'tidak', 'atas', 'cad', 'tidak', 'bangun', 'industri', 'nasional', 'murni', '100', 'milik', 'entrepreneur', 'indonesia', 'tidak', 'bangun', 'daulat', 'pangan', 'energi', 'ekonomi', 'lain']",masalah tidak atas cad tidak bangun industri nasional murni 100 milik entrepreneur indonesia tidak bangun daulat pangan energi ekonomi lain
netral,Harga tas sama harga motor kok mahalan tas.   Jokowi ke mana sih??,"['harga', 'tas', 'sama', 'harga', 'motor', 'kok', 'mahal', 'tas', 'jokowi', 'mana', 'sih']",harga tas sama harga motor kok mahal tas jokowi mana sih
netral,Kondisi ekonomi global membuat pemerintah melakukan antisipasi. Keseriusan Jokowi membangun ekonomi domestik yang memperkuat pondasi dasar nasional dengan jumlah penduduk Indonesia sekitar 263 juta orang. Ini menjadi potensi kekuatan ekonomi Indonesia. #JokowiMenangTotalDebat,"['kondisi', 'ekonomi', 'global', 'buat', 'perintah', 'laku', 'antisipasi', 'serius', 'jokowi', 'bangun', 'ekonomi', 'domestik', 'kuat', 'pondasi', 'dasar', 'nasional', 'jumlah', 'duduk', 'indonesia', '263', 'juta', 'orang', 'jadi', 'potensi', 'kuat', 'ekonomi', 'indonesia']",kondisi ekonomi global buat perintah laku antisipasi serius jokowi bangun ekonomi domestik kuat pondasi dasar nasional jumlah duduk indonesia 263 juta orang jadi potensi kuat ekonomi indonesia
netral,"Syamsuddin: Saya Kira Jokowi Benar, Pencapaian Ekonomi Tak Bisa Diukur Per Kasus seperti Contoh Sandiaga Soal Ibu Nurjanah  http://akurat.co/news/id-590821-read-syamsuddin-saya-kira-jokowi-benar-pencapaian-ekonomi-tak-bisa-diukur-per-kasus-seperti-contoh-sandiaga-soal-ibu-nurjanahÂ â€¦","['syamsuddin', 'kira', 'jokowi', 'benar', 'capai', 'ekonomi', 'tidak', 'ukur', 'per', 'kasus', 'contoh', 'sandiaga', 'soal', 'ibu', 'nurjanah']",syamsuddin kira jokowi benar capai ekonomi tidak ukur per kasus contoh sandiaga soal ibu nurjanah
positif,"fokus pak prabowo ke pertanian, pertumbuhan ekonomi dan harga harga yg terjangkau .  fokus jokowi agar rakyat maen game mobile legend.","['fokus', 'pak', 'prabowo', 'tani', 'tumbuh', 'ekonomi', 'harga', 'harga', 'jangkau', 'fokus', 'jokowi', 'rakyat', 'main', 'game', 'mobile', 'legend']",fokus pak prabowo tani tumbuh ekonomi harga harga jangkau fokus jokowi rakyat main game mobile legend
positif,Bismillah... Rabu 17 April 2019 DENGAN MENCOBLOS PRABOWO - SANDI SAMAHALNYA BERAMAL 5 TAHUN Karena Gaji Beliau Akan Disumbangkan Untuk Dhuafa DLL,"['bismillah', 'rabu', '17', 'april', '2019', 'coblos', 'prabowo', 'sandi', 'samahalnya', 'amal', '5', 'tahun', 'gaji', 'beliau', 'sumbang', 'dhuafa', 'lain']",bismillah rabu 17 april 2019 coblos prabowo sandi samahalnya amal 5 tahun gaji beliau sumbang dhuafa lain
netral,kalo urusan ekonomi perorangan (warga suatu daerah) mending jadi pak camat aja atau bupati lah..,"['kalau', 'urus', 'ekonomi', 'orang', 'warga', 'suatu', 'daerah', 'lebih', 'baik', 'jadi', 'pak', 'camat', 'bupati', 'lah']",kalau urus ekonomi orang warga suatu daerah lebih baik jadi pak camat bupati lah
positif,"Saat ini masa depan atlet Indonesia yang berprestasi sudah dipikirkan oleh Pemerintah dengan adanya penghargaan dan Jaminan Hari Tua bagi atlet berprestasi. Jokowi hebat, Indonesia maju!","['masa', 'depan', 'atlet', 'indonesia', 'prestasi', 'pikir', 'perintah', 'ada', 'harga', 'jamin', 'hari', 'tua', 'atlet', 'prestasi', 'jokowi', 'hebat', 'indonesia', 'maju']",masa depan atlet indonesia prestasi pikir perintah ada harga jamin hari tua atlet prestasi jokowi hebat indonesia maju
negatif,Prabowo Dinilai Tak Mengerti Sejarah Ekonomi Bangsa  http://dlvr.it/R2nCdpÂ  pic.twitter.com/3XUCD4SGwb,"['prabowo', 'nilai', 'tidak', 'erti', 'sejarah', 'ekonomi', 'bangsa']",prabowo nilai tidak erti sejarah ekonomi bangsa
negatif,"Yg nyakitin perasaan Demokrat ttg jatah menteri  Adiknya Prabowo, yg nuduh presiden sebelumÂ² nya salah kelola ekonomi Prabowo terus yg salah dan dituduh mengadu domba Cebong?  Anda waras?","['sakit', 'asa', 'demokrat', 'jatah', 'menteri', 'adik', 'prabowo', 'tuduh', 'presiden', 'nya', 'salah', 'kelola', 'ekonomi', 'prabowo', 'terus', 'salah', 'tuduh', 'adu', 'domba', 'cebong', 'waras']",sakit asa demokrat jatah menteri adik prabowo tuduh presiden nya salah kelola ekonomi prabowo terus salah tuduh adu domba cebong waras
negatif,"Saya mau nanya seriusan ya, setelah liat debat semalam, presiden jokowi kok ngga ngerti ekonomi, jadi selama ini presiden kita siapa sih?","['mau', 'tanya', 'serius', 'iya', 'lihat', 'debat', 'malam', 'presiden', 'jokowi', 'kok', 'tidak', 'erti', 'ekonomi', 'jadi', 'lama', 'presiden', 'siapa', 'sih']",mau tanya serius iya lihat debat malam presiden jokowi kok tidak erti ekonomi jadi lama presiden siapa sih
netral,Apabila ada yg lebih dari ini maka silahkan anda pilih  Prabowo Sandi Tak Akan Ambil Gaji Sepeser pun Jika Terpilih   #YourTurnBro  https://m.kumparan.com/amp/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8Xjqe?__twitter_impression=trueÂ â€¦,"['apabila', 'lebih', 'sila', 'pilih', 'prabowo', 'sandi', 'tidak', 'ambil', 'gaji', 'peser', 'pilih']",apabila lebih sila pilih prabowo sandi tidak ambil gaji peser pilih
positif,Sistem ekonomi terbaik adalah sistem ekonomi syariah,"['sistem', 'ekonomi', 'baik', 'sistem', 'ekonomi', 'syariah']",sistem ekonomi baik sistem ekonomi syariah
netral,"tolong ditindak petugas arogan yang bicara kasar dan menuduh PREMAN pada para pemilik suara yang tidak bisa mencoblos, dia digaji dari pajak RAKYAT!  @jokowi @KPU_ID @bawaslu_RI @Kemlu_RI @Menlu_RI  https://twitter.com/DjowoKeras_/status/1117336236400660480/video/1Â â€¦","['tindak', 'tugas', 'arogan', 'bicara', 'kasar', 'tuduh', 'preman', 'milik', 'suara', 'tidak', 'coblos', 'gaji', 'pajak', 'rakyat', 'jokowi', 'kpuid', 'bawasluri', 'kemluri', 'menluri']",tindak tugas arogan bicara kasar tuduh preman milik suara tidak coblos gaji pajak rakyat jokowi kpuid bawasluri kemluri menluri
positif,"Setuju sama mba @n_alfah jujur aku kagum sama UAH sama ilmu dan tutur katanya, dan aku hargain pilihan beliau itu haknya. Tp kalo soal masuk surga kan beda ya padahal beliau selalu ngingetin ""kita bukan siapa-siapa gada jaminan kita langsung masuk surga"" jadi agak gimana gituh :(","['tuju', 'sama', 'mbak', 'nalfah', 'jujur', 'kagum', 'sama', 'uah', 'sama', 'ilmu', 'tutur', 'kata', 'harga', 'pilih', 'beliau', 'hak', 'kalau', 'soal', 'masuk', 'surga', 'kan', 'beda', 'iya', 'padahal', 'beliau', 'selalu', 'ingat', 'bukan', 'siapasiapa', 'tidak', 'jamin', 'langsung', 'masuk', 'surga', 'jadi', 'bagaimana']",tuju sama mbak nalfah jujur kagum sama uah sama ilmu tutur kata harga pilih beliau hak kalau soal masuk surga kan beda iya padahal beliau selalu ingat bukan siapasiapa tidak jamin langsung masuk surga jadi bagaimana
negatif,"Prabowo itu buta tentang penerima negara, bahwa tentang kemiliteran beliau begitu buta, prabowo diberi informasi menyesatkan oleh tim ekonominya, prabowo itu hanya wayang yang diperalat.","['prabowo', 'buta', 'terima', 'negara', 'militer', 'beliau', 'buta', 'prabowo', 'beri', 'informasi', 'sesat', 'tim', 'ekonomi', 'prabowo', 'wayang', 'alat']",prabowo buta terima negara militer beliau buta prabowo beri informasi sesat tim ekonomi prabowo wayang alat
positif,Jawaban pak @jokowi tentang Ekonomi Makro adalah TAMPARAN KERAS bagi @sandiuno sebagai seorang pelaku usaha. #bukansalahbapak,"['jawab', 'pak', 'jokowi', 'ekonomi', 'makro', 'tampar', 'keras', 'sandiuno', 'orang', 'laku', 'usaha']",jawab pak jokowi ekonomi makro tampar keras sandiuno orang laku usaha
netral,"Jokowi Temui Raja Salman, Kenapa ya? - Warta Ekonomi  https://www.wartaekonomi.co.id/read223681/jokowi-temui-raja-salman-kenapa-ya.htmlÂ â€¦","['jokowi', 'temu', 'raja', 'salman', 'iya', 'warta', 'ekonomi']",jokowi temu raja salman iya warta ekonomi
positif,"Setuju gus, ngehack akun itu bukan cara dan gaya pendukung Jokowi yg damai, penuh kasih dan benci hoax. Kita harus hargai & hormati UAS walau beda pilihan. Wahai kaum jahat, cara buruk anda untuk adu domba dngn hack akun & tenar hoax, tidak akan berhasil...","['tuju', 'gus', 'ngehack', 'akun', 'bukan', 'cara', 'gaya', 'dukung', 'jokowi', 'damai', 'penuh', 'kasih', 'benci', 'isu', 'bohong', 'harga', 'hormat', 'uas', 'beda', 'pilih', 'wahai', 'kaum', 'jahat', 'cara', 'buruk', 'adu', 'domba', 'hack', 'akun', 'tenar', 'isu', 'bohong', 'tidak', 'hasil']",tuju gus ngehack akun bukan cara gaya dukung jokowi damai penuh kasih benci isu bohong harga hormat uas beda pilih wahai kaum jahat cara buruk adu domba hack akun tenar isu bohong tidak hasil
positif,"Harusnya berani mengganti dengan yang baik terutama di bidang ekonomi, dan hukum 3. Saya sebenarnya kurang srek waktu Pak @mohmahfudmd tidak jadi cawapres. Akan mengurangi kecepatan pemerintah. 4. Tapi tetep saya optimis Pak @Jokowi mampu bekerja dgn baik.","['harus', 'berani', 'ganti', 'baik', 'utama', 'bidang', 'ekonomi', 'hukum', '3', 'benar', 'kurang', 'srek', 'waktu', 'pak', 'mohmahfudmd', 'tidak', 'jadi', 'cawapres', 'kurang', 'cepat', 'perintah', '4', 'tetap', 'optimis', 'pak', 'jokowi', 'mampu', 'kerja', 'baik']",harus berani ganti baik utama bidang ekonomi hukum 3 benar kurang srek waktu pak mohmahfudmd tidak jadi cawapres kurang cepat perintah 4 tetap optimis pak jokowi mampu kerja baik
netral,Jokowi juga membantah bahwa pembangunan infrastruktur yang dilakukan tidak terencana dengan matang. Menurutnya pembangunan infastruktur ini adalah tahap awal dalam pembangunan ekonomi makro tersebut.,"['jokowi', 'ban', 'bangun', 'infrastruktur', 'laku', 'tidak', 'rencana', 'matang', 'turut', 'bangun', 'infastruktur', 'tahap', 'awal', 'bangun', 'ekonomi', 'makro', 'sebut']",jokowi ban bangun infrastruktur laku tidak rencana matang turut bangun infastruktur tahap awal bangun ekonomi makro sebut
